"sf","sm","hf","hm","r","sI"
0.05263157894736842,0.05,0.5,0.5,0.362,0.02397963658411582670920899854287230091188958273706
0.05263157894736842,0.05,0.5,0.5,0.364,0.02401888939840635545390018261534143706664901371844
0.05263157894736842,0.05,0.5,0.5,0.366,0.02405795820887455236141077491728083473773235732585
0.05263157894736842,0.05,0.5,0.5,0.368,0.02409684434177493933034364863211368721568955475876
0.05263157894736842,0.05,0.5,0.5,0.37,0.02413554910934548415598920394867033654039542171548
0.05263157894736842,0.05,0.5,0.5,0.372,0.02417407381003038197678036360754967432451283415059
0.05263157894736842,0.05,0.5,0.5,0.374,0.02421241972869754665775048600591403398939031160395
0.05263157894736842,0.05,0.5,0.5,0.376,0.02425058813685098411445181389541732488757075981867
0.05263157894736842,0.05,0.5,0.5,0.378,0.02428858029283821266805206428023808576030086480075
0.05263157894736842,0.05,0.5,0.5,0.38,0.0243263974420528889309554073230760202126258065637
0.05263157894736842,0.05,0.5,0.5,0.382,0.02436404081713279143559389628524878981048532761371
0.05263157894736842,0.05,0.5,0.5,0.384,0.02440151163815330822126118984467127544100587838287
0.05263157894736842,0.05,0.5,0.5,0.386,0.02443881111281656887016025130196787785744053397255
0.05263157894736842,0.05,0.5,0.5,0.388,0.02447594043663635602019698549869053784170583824879
0.05263157894736842,0.05,0.5,0.5,0.39,0.02451290079311892616524574214982646564077464155669
0.05263157894736842,0.05,0.5,0.5,0.392,0.02454969335393986457115243372746468116870817989076
0.05263157894736842,0.05,0.5,0.5,0.394,0.02458631927911709437583291481649726757479045384328
0.05263157894736842,0.05,0.5,0.5,0.396,0.02462277971718015539332664157424900330387023927351
0.05263157894736842,0.05,0.5,0.5,0.398,0.02465907580533586379404985831149690554652398472132
0.05263157894736842,0.05,0.5,0.5,0.4,0.02469520866963045967680637794879109471110668052342
0.05263157894736842,0.05,0.5,0.5,0.402,0.02473117942510834557294724101576038034976571969186
0.05263157894736842,0.05,0.5,0.5,0.404,0.02476698917596751512052295170383326337842108905904
0.05263157894736842,0.05,0.5,0.5,0.406,0.0248026390157117675079233533348132354785411152438
0.05263157894736842,0.05,0.5,0.5,0.408,0.02483813002729979980438210203198195577744996755366
0.05263157894736842,0.05,0.5,0.5,0.41,0.02487346328329126596129218663913790852164753053836
0.05263157894736842,0.05,0.5,0.5,0.412,0.0249086398459898880763938689808960477650199302805
0.05263157894736842,0.05,0.5,0.5,0.414,0.02494366076758370245579226020387431081019811152732
0.05263157894736842,0.05,0.5,0.5,0.416,0.02497852709028252008002991258453254398089550289842
0.05263157894736842,0.05,0.5,0.5,0.418,0.02501323984645267827400726395256422407713973420048
0.05263157894736842,0.05,0.5,0.5,0.42,0.02504780005874915769065395575281535169703570097741
0.05263157894736842,0.05,0.5,0.5,0.422,0.02508220874024513613944891480054477883161838636519
0.05263157894736842,0.05,0.5,0.5,0.424,0.02511646689455904831799029209274889186090321077603
0.05263157894736842,0.05,0.5,0.5,0.426,0.02515057551597921813291741591323400375249111578751
0.05263157894736842,0.05,0.5,0.5,0.428,0.02518453558958612802092638880841815006093794074062
0.05263157894736842,0.05,0.5,0.5,0.43,0.02521834809137238749697644797240615715684970693285
0.05263157894736842,0.05,0.5,0.5,0.432,0.02525201398836046106085726364197667528101457762118
0.05263157894736842,0.05,0.5,0.5,0.434,0.02528553423871821358109111669399305127486863827925
0.05263157894736842,0.05,0.5,0.5,0.436,0.02531890979187232934289151419670748102672375300092
0.05263157894736842,0.05,0.5,0.5,0.438,0.02535214158861965909099348339836970559625159617473
0.05263157894736842,0.05,0.5,0.5,0.44,0.02538523056123654761519154143062036205936790242069
0.05263157894736842,0.05,0.5,0.5,0.442,0.02541817763358619271311930489698787182039647888953
0.05263157894736842,0.05,0.5,0.5,0.444,0.02545098372122408471809003083535570719360710730264
0.05263157894736842,0.05,0.5,0.5,0.446,0.0254836497315015741967516543931205863229660039755
0.05263157894736842,0.05,0.5,0.5,0.448,0.02551617656366761389909804767764133878633333204937
0.05263157894736842,0.05,0.5,0.5,0.45,0.02554856510896871957936094246595748564705849444151
0.05263157894736842,0.05,0.5,0.5,0.452,0.02558081625074719289795346496076051966055930790772
0.05263157894736842,0.05,0.5,0.5,0.454,0.02561293086453764825953753536933366777902067214646
0.05263157894736842,0.05,0.5,0.5,0.456,0.02564490981816188413814989833038531153984615172236
0.05263157894736842,0.05,0.5,0.5,0.458,0.02567675397182213818496105503284258930578359794397
0.05263157894736842,0.05,0.5,0.5,0.46,0.02570846417819276420557733558406714669594178594211
0.05263157894736842,0.05,0.5,0.5,0.462,0.02574004128251036792984657458015563897545100864687
0.05263157894736842,0.05,0.5,0.5,0.464,0.02577148612266243737600338400532375949600758547119
0.05263157894736842,0.05,0.5,0.5,0.466,0.02580279952927450253089037762610727049756014635186
0.05263157894736842,0.05,0.5,0.5,0.468,0.02583398232579585802720036472114258351159201362427
0.05263157894736842,0.05,0.5,0.5,0.47,0.02586503532858388149556465573400559518113838423825
0.05263157894736842,0.05,0.5,0.5,0.472,0.02589595934698697930230301286393092424751930841057
0.05263157894736842,0.05,0.5,0.5,0.474,0.02592675518342619045126207172825396894448095047948
0.05263157894736842,0.05,0.5,0.5,0.476,0.02595742363347547852898011845464609728488555740797
0.05263157894736842,0.05,0.5,0.5,0.478,0.02598796548594074070507060634220439365973121270301
0.05263157894736842,0.05,0.5,0.5,0.48,0.0260183815229375619629200009481083296178673572722
0.05263157894736842,0.05,0.5,0.5,0.482,0.0260486725199677419283112488899923858337264519651
0.05263157894736842,0.05,0.5,0.5,0.484,0.02607883924599462088423181401868138463421507859624
0.05263157894736842,0.05,0.5,0.5,0.486,0.02610888246351723080777716276769783777668183447635
0.05263157894736842,0.05,0.5,0.5,0.488,0.02613880292864329653863947347265334934960169194593
0.05263157894736842,0.05,0.5,0.5,0.49,0.02616860139116111148714772112721620124785287846595
0.05263157894736842,0.05,0.5,0.5,0.492,0.02619827859461031161221521795418077307000863531928
0.05263157894736842,0.05,0.5,0.5,0.494,0.02622783527635157074491357743990406394824397748777
0.05263157894736842,0.05,0.5,0.5,0.496,0.0262572721676352397008285717705524848096275673584
0.05263157894736842,0.05,0.5,0.5,0.498,0.02628658999366895101300339874969418430086653462137
