"sf","sm","hf","hm","r","Xm","Xf","Y"
0.05,0.05,0.25,0.25,0.35,0.5049030278725193575630203712087931419553219502531,0.4921858432376730984860688597756145231069061643663,0.51040244235574962879190324642110041789545523840789
0.05,0.05,0.25,0.25,0.352,0.50493106373410732147999794061031934518159197482484,0.4922135023457704406705148080470312257391472990799,0.51032621547922377789234538706857635800111563953431
0.05,0.05,0.25,0.25,0.354,0.50495877218190667395509485127934968950105540808343,0.4922408385151877728367851502012716799579061687549,0.51025084318187130617589434301415456317840327349607
0.05,0.05,0.25,0.25,0.356,0.50498615890577908857338245372442196562454373651035,0.4922678573567186574625212369798245330059770798865,0.5101763111777787458449870113600058825632969957891
0.05,0.05,0.25,0.25,0.358,0.50501322946476639408855606284383837889920211067636,0.4922945643521844408344760305207713771805263221935,0.51010260549757912675197366483592260113943513511623
0.05,0.05,0.25,0.25,0.36,0.50503998929082196991108777097061896703997916675886,0.4923209648581121037149417366162412907509277154589,0.51002971247973578886507700192178223617332883865985
0.05,0.05,0.25,0.25,0.362,0.50506644369241536352555840840518724250459148835842,0.492347064109287181810173479592741442100339052161,0.50995761876211252062578622128982170004309871583322
0.05,0.05,0.25,0.25,0.364,0.50509259785801511900738274944698442808681964576926,0.4923728672221866713652802039583784750902853005592,0.50988631127381911333793701785997573359002435465344
0.05,0.05,0.25,0.25,0.366,0.50511845685945458299999402218135054766087952877264,0.4923983791982966157489878035076529614283812319946,0.50981577722732189407559937622106932033448637098124
0.05,0.05,0.25,0.25,0.368,0.50514402565518524282113965864589243269904375296394,0.4924236049273188603777921387096931963078034890245,0.50974600411080924906881103741366244837247337477107
0.05,0.05,0.25,0.25,0.37,0.50516930909342195017916421178576315545433183259044,0.4924485491902712651596893353826747846075764539949,0.50967697968080257734702451650524846349167748752385
0.05,0.05,0.25,0.25,0.372,0.5051943119151841927217467735641671272152171555571,0.4924732166624854752465225958874275262561486166682,0.50960869195500352174212871347058436620890565958835
0.05,0.05,0.25,0.25,0.374,0.50521903875723739376967247168096158096946109724313,0.4924976119165061717385277845347530597742100755868,0.50954112920536871226123819237716188125545834593435
0.05,0.05,0.25,0.25,0.376,0.5052434941549380475981957172366807251206626127536,0.4925217394248955535840904268089616684076425877007,0.50947427995140362635645181312976535980841458994649
0.05,0.05,0.25,0.25,0.378,0.50526768254498633303985676864684201381035808532597,0.4925456035629466397908840537077578986014064777235,0.50940813295366752270791463878292761287565686418389
0.05,0.05,0.25,0.25,0.38,0.5052916082680896915448852735394848555374428866748,0.492569208611308826768025222448870988777481606009,0.50934267720748174070600950797865783716747600214222
0.05,0.05,0.25,0.25,0.382,0.50531527557154070672459062874685577231309885501742,0.4925925587585289887352064275991358175850501116599,0.50927790193683397772481592837344737974212952295076
0.05,0.05,0.25,0.25,0.384,0.5053386886117124804201332417243775156640336534409,0.492615658103511269270829217962559000151480670041,0.50921379658847146132998707890858811216610976759983
0.05,0.05,0.25,0.25,0.386,0.50536185145647456510767433004254696132372859716753,0.4926385106578985788566171183235401474954514273091,0.5091503508261762245222073722928702792929357467847
0.05,0.05,0.25,0.25,0.388,0.50538476808753238361668857242147368847270535980493,0.4926611203483786863620569253203457197635587613361,0.50908755452521596970190441411246364949453618916817
0.05,0.05,0.25,0.25,0.39,0.50540744240269294436710383438322608649825101841704,0.492683491018917671469332802619122198672893521586,0.50902539776696427193121283229064625232056338600432
0.05,0.05,0.25,0.25,0.392,0.50542987821805954330788676143288335494232546243174,0.4927056264329233897579902247428363734263447876205,0.50896387083368412490688292943235600198825792474218
0.05,0.05,0.25,0.25,0.394,0.50545207927015803216759474779229059402007570198021,0.4927275302753414922558191268561734785762502582391,0.50890296420346907444897772698615833631122417584936
0.05,0.05,0.25,0.25,0.396,0.50547404921799712622592557536960969037780014565766,0.4927492061546864364423292948103155697884817320226,0.50884266854533641482754343392015767818371088687147
0.05,0.05,0.25,0.25,0.398,0.50549579164506512331983866191149751224307112704423,0.4927706576050098257031741367322182309396263469941,0.50878297471446714343434987093492301712293824014092
0.05,0.05,0.25,0.25,0.4,0.50551731006126530895861927535119445670771649034546,0.4927918880878083188320003263437289041457538376257,0.50872387374758757967116453358777106369970468905875
0.05,0.05,0.25,0.25,0.402,0.50553860790479223000343464031193549682881930607183,0.4928129009938732601281863930045245043548735711859,0.50866535685848775495398251218364380281046243424819
0.05,0.05,0.25,0.25,0.404,0.50555968854395093114567738061752935151779425513233,0.4928336996450840937253704573981855991124432482182,0.50860741543367187288220281919135397290323850155187
0.05,0.05,0.25,0.25,0.406,0.50558055527892116418417491764973490282799411720269,0.4928542872961475427992323773013257606635453532967,0.50855004102813632232634997693434272099004381507427
0.05,0.05,0.25,0.25,0.408,0.50560121134346849965517612470063745618798863843704,0.492874667136284455047731796705965384772041561637,0.50849322536127090185786249894317800767459662813276
0.05,0.05,0.25,0.25,0.41,0.5056216599066041935227801544083138095636425712903,0.4928948422908661401276452181879118949967914364152,0.5084369603128790819681686315112716758624256762492
0.05,0.05,0.25,0.25,0.412,0.50564190407419558821323434656164608386055742621219,0.4929148158230019523925849556960560414746117615912,0.50838123791931329226965156464423823876301467716853
0.05,0.05,0.25,0.25,0.414,0.50566194689052875710600030043940853494038422920516,0.4929345907350798031439796352860076923495136154301,0.50832605036972137468670454443651641817049434482062
0.05,0.05,0.25,0.25,0.416,0.50568179133982503451842228163405618227627901673603,0.4929541699702612205209203334818836109873700103793,0.50827139000240049086115766615462153144543888076787
0.05,0.05,0.25,0.25,0.418,0.50570144034771300908850585898440919873829647837306,0.4929735564139325119688909244257516273456568680873,0.50821724930125491292596195233832932068716238666133
0.05,0.05,0.25,0.25,0.42,0.50572089678265749712903103640044348980880638541599,0.4929927528951135238006730765030215339899714799941,0.5081636208923542617409300011385808449827115292553
0.05,0.05,0.25,0.25,0.422,0.50574016345734695386085163003132197435798506277063,0.4930117621878254345620612239654388979611469950875,0.50811049754058888591600731207194018894766864654866
0.05,0.05,0.25,0.25,0.424,0.50575924313004072430576924457430124614997035184839,0.4930305870124189636143764891069270252694749610368,0.50805787214641919873795979456069413243630050725002
0.05,0.05,0.25,0.25,0.426,0.50577813850587748190853545017609023422536330145094,0.4930492300368643234256851566972550177000034475536,0.50800573774271590871881874981618921377951129596052
0.05,0.05,0.25,0.25,0.428,0.50579685223814615154838785458002474086914233329742,0.4930676938780041934099026709471164769246118091902,0.50795408749168819313932455422521328837777563716363
0.05,0.05,0.25,0.25,0.43,0.50581538692952056438410222028302880344460155546881,0.4930859811027709446602817742901650352268454246665,0.50790291468189697289616015283498225824390421061669
0.05,0.05,0.25,0.25,0.432,0.50583374513325904484952301315628995716989119424277,0.4931040942293692984893824656717525923955831301024,0.50785221272535055139464859396291345123338600031302
0.05,0.05,0.25,0.25,0.434,0.50585192935437008498092321051418168760377589986455,0.4931220357284255572149846530204616136915109399657,0.50780197515467998036459762740219166423739201073542
0.05,0.05,0.25,0.25,0.436,0.50586994205074521802037254668477714244810355616626,0.4931398080241045030289649247034760883079416146408,0.50775219562039161151160469501980731917935994774927
0.05,0.05,0.25,0.25,0.438,0.50588778563426016181234082741870133997450790885357,0.4931574134951950199670250057530932470457823222297,0.50770286788819438503514605572652768073024368810525
0.05,0.05,0.25,0.25,0.44,0.50590546247184526281029317383886348925200738344245,0.493174854476165454878855509187862126740453479697,0.50765398583639949442471221316238390198070481633964
0.05,0.05,0.25,0.25,0.442,0.50592297488652623345654789954643245002921972622514,0.4931921332581896958025414338908600663586416007717,0.5076055434533901517539513403300919951280814483191
0.05,0.05,0.25,0.25,0.444,0.50594032515843613921667056488784184360391743300894,0.4932092520901449101994059428265118097771663893971,0.50755753483515925908982836908195188271655419298938
0.05,0.05,0.25,0.25,0.446,0.50595751552579955656746066264016599033152965548497,0.4932262131795818510354147913567872966139467539269,0.50750995418291286977097753303507430237590171937722
0.05,0.05,0.25,0.25,0.448,0.50597454818588978968702116055545159522836096497873,0.4932430186936686056356191489305382870679282020355,0.50746279580073739833110523857623378955058314905749
0.05,0.05,0.25,0.25,0.45,0.50599142529596000141174237351164041893693822622314,0.4932596707601086305251276141570285896480014352264,0.50741605409332860988687113685007601341323247173604
0.05,0.05,0.25,0.25,0.452,0.50600814897414908314674022308164532138232747295851,0.4932761714680338850431517017232030623859572686722,0.50736972356378048900588796388914947050400432091635
0.05,0.05,0.25,0.25,0.454,0.50602472130036305878485600482098253282677175036312,0.4932925228688738473181309861534116539702648289294,0.50732379881143215454379949935461209300850437452333
0.05,0.05,0.25,0.25,0.456,0.50604114431713278924911072163328538676368508446287,0.4933087269772011681670081654975744868848824806312,0.50727827452977105080832797841469795747288879480914
0.05,0.05,0.25,0.25,0.458,0.50605742003044871697158882450109630513310117692032,0.4933247857715546915782596945707308479563499614933,0.50723314550439070678558694536999321081394203198664
0.05,0.05,0.25,0.25,0.46,0.50607355041057336340775343915369935141970507864463,0.493340701195240544606697139425647969755729955886,0.50718840661100141415733697148985359421454829926773
0.05,0.05,0.25,0.25,0.462,0.5060895373928322675112543859535224996274079539417,0.4933564751571119747011408671056606188265332974107,0.50714405281349223154964459323386687942341040529796
0.05,0.05,0.25,0.25,0.464,0.50610538287838402891477698806002395304908451391122,0.4933721095323285886589079533846680661028780505269,0.50710007916204277698119522392008043262803565225956
0.05,0.05,0.25,0.25,0.466,0.50612108873497009633397745660244873937078022918238,0.4933876061630956245108822101786986343293165442417,0.5070564807912833229163420683001833871817435945864
0.05,0.05,0.25,0.25,0.468,0.50613665679764491939271742194704163656510868856587,0.4934029668593838656470208432748190767986969313438,0.50701325291850175876253873709658949285725557112714
0.05,0.05,0.25,0.25,0.47,0.50615208886948706061927051181649185205408565679007,0.4934181933996307853557112790501172729768531324667,0.50697039084189603416867680088077730455739965477762
0.05,0.05,0.25,0.25,0.472,0.50616738672229184374741746892126350434136163767876,0.4934332875314234896344719758200046258441351720657,0.50692788993887074316069225680650674994318402019288
0.05,0.05,0.25,0.25,0.474,0.50618255209724609463763211711690785656092500104994,0.4934482509721640065988839667112278994129809564053,0.50688574566437655407056250910652225162701471876698
0.05,0.05,0.25,0.25,0.476,0.50619758670558551207782617014067217701998704867284,0.4934630854097174520377902536354699809696253309932,0.50684395354929123344790397061411214875234958663064
0.05,0.05,0.25,0.25,0.478,0.50621249222923518739789717778030340548216971951507,0.493477792503043582603721882297170171837804977647,0.50680250919884105375986191560533133898358878856239
0.05,0.05,0.25,0.25,0.48,0.50622727032143377420665379622564530856354653734228,0.4934923738828122307577059389939900948738814217132,0.50676140829106141475173345990574941788247583774851
0.05,0.05,0.25,0.25,0.482,0.50624192260734179260405480703491008157233391611987,0.4935068311520030988779993654899835384811789277459,0.50672064657529554692162629585081885754735452063488
0.05,0.05,0.25,0.25,0.484,0.50625645068463453590793514386598629217602416204524,0.4935211658864903738651339310287912887251084580755,0.50668021987073020271839404165050493821953228668105
0.05,0.05,0.25,0.25,0.486,0.50627085612408003223564100575148752873636386148983,0.4935353796356126081044881508928981518758005673439,0.50664012406496727686132813984596391525822852486022
0.05,0.05,0.25,0.25,0.488,0.50628514047010249817162479945341745720976577727228,0.4935494739227282977571696140601490330049931404184,0.5066003551126303316582446416011806004598172284473
0.05,0.05,0.25,0.25,0.49,0.50629930524133170720759630728301588023397131813358,0.4935634502457575750161960331321577786581752387585,0.50656090903400503641882123750299622558385585594384
0.05,0.05,0.25,0.25,0.492,0.50631335193113868163893764870374905232939400017043,0.4935773100777104171648000258739722532009759675353,0.50652178191371256207309569349100196246107443822588
0.05,0.05,0.25,0.25,0.494,0.50632728200815810311747139079535819343799625704528,0.4935910548672017619851865788535455185445590743289,0.50648296989941500295946620713046355560071943463353
0.05,0.05,0.25,0.25,0.496,0.50634109691679782407503333102564390481949162147217,0.4936046860389539062682683484811879073600497133538,0.50644446920055192748873438768375581661560238993188
0.05,0.05,0.25,0.25,0.498,0.50635479807773584972430931230799409496464691813367,0.4936182049942865518477586553316754470236080592268,0.50640627608710718806506461148443277078718576044763
