"sf","sm","hf","hm","r","sI"
0.01,0.01,0.5,0.5,0.136,0.002489355338674267695650764223091017208248764134799
0.01,0.01,0.5,0.5,0.138,0.002489691622754203551660143322708914483246291502186
0.01,0.01,0.5,0.5,0.14,0.002490018301071841812229135995650865954665079748137
0.01,0.01,0.5,0.5,0.142,0.002490335779374655416071840668280458076302253196226
0.01,0.01,0.5,0.5,0.144,0.002490644440877415299813026480771288059089820324212
0.01,0.01,0.5,0.5,0.146,0.002490944647804816003061325448981944637271365625821
0.01,0.01,0.5,0.5,0.148,0.002491236742809089310895320853347553063006678381983
0.01,0.01,0.5,0.5,0.15,0.002491521050274266842819963014226681578681170402287
0.01,0.01,0.5,0.5,0.152,0.00249179787751752583071581715767636564679469430187
0.01,0.01,0.5,0.5,0.154,0.002492067515896968936869104661138915775599129826353
0.01,0.01,0.5,0.5,0.156,0.002492330241834230492265161843532560602292424011387
0.01,0.01,0.5,0.5,0.158,0.002492586317759452183990888101907520930957638768878
0.01,0.01,0.5,0.5,0.16,0.002492835992985417358763732630463235839390261620202
0.01,0.01,0.5,0.5,0.162,0.002493079504516962956785525954804643318792727624612
0.01,0.01,0.5,0.5,0.164,0.002493317077801191444924036560807525149074037011478
0.01,0.01,0.5,0.5,0.166,0.002493548927423473130261802813919318648383119449105
0.01,0.01,0.5,0.5,0.168,0.00249377525775375421207457026307759974150094998044
0.01,0.01,0.5,0.5,0.17,0.002493996263547261174832621370649018465024272424306
0.01,0.01,0.5,0.5,0.172,0.002494212130503311795446462803112652469480075155773
0.01,0.01,0.5,0.5,0.174,0.002494423035785602031367727969516755788641131085484
0.01,0.01,0.5,0.5,0.176,0.002494629148507031906470846986573206852988821355593
0.01,0.01,0.5,0.5,0.178,0.002494830630181858304649982168298482276441189921028
0.01,0.01,0.5,0.5,0.18,0.002495027635147714880645445556316996138671718200863
0.01,0.01,0.5,0.5,0.182,0.002495220310959816082743156258669588587698595433143
0.01,0.01,0.5,0.5,0.184,0.002495408798759460892642241346489190606919624460346
0.01,0.01,0.5,0.5,0.186,0.002495593233618769978375709700513014135879781936826
0.01,0.01,0.5,0.5,0.188,0.002495773744863425455440026406266232134998056438051
0.01,0.01,0.5,0.5,0.19,0.002495950456375033527680169343284417796464284467194
0.01,0.01,0.5,0.5,0.192,0.002496123486874595311177960356684975788539922554757
0.01,0.01,0.5,0.5,0.194,0.002496292950188448693411981296097552817711441713294
0.01,0.01,0.5,0.5,0.196,0.002496458955497932869628784975534244365380460610593
0.01,0.01,0.5,0.5,0.198,0.002496621607573926093798338034906078423320013732193
0.01,0.01,0.5,0.5,0.2,0.002496781006997315172607780327570838160405217789248
0.01,0.01,0.5,0.5,0.202,0.002496937250366371417521065961150734964936410551154
0.01,0.01,0.5,0.5,0.204,0.002497090430491931348871111651854841077624162223853
0.01,0.01,0.5,0.5,0.206,0.002497240636581210699859284865493280711733241036651
0.01,0.01,0.5,0.5,0.208,0.002497387954411016555661330112735213668787316749034
0.01,0.01,0.5,0.5,0.21,0.002497532466491064209205889729094743493662475308505
0.01,0.01,0.5,0.5,0.212,0.002497674252218052005806602603813675586897803718822
0.01,0.01,0.5,0.5,0.214,0.00249781338802109862179608634581168267900477925602
0.01,0.01,0.5,0.5,0.216,0.002497949947499102462759391190416518055631661319018
0.01,0.01,0.5,0.5,0.218,0.002498084001550541801875297160902946680535044590123
0.01,0.01,0.5,0.5,0.22,0.002498215618496196572512310624533283883449200033148
0.01,0.01,0.5,0.5,0.222,0.002498344864195238079116051264306639119052096193416
0.01,0.01,0.5,0.5,0.224,0.00249847180215510102378524622044301893083159161198
0.01,0.01,0.5,0.5,0.226,0.002498596493635522916527612144477809222205045190366
0.01,0.01,0.5,0.5,0.228,0.002498718997747108922527974790968188980994140803192
0.01,0.01,0.5,0.5,0.23,0.00249883937154475529863582554754180284412484540153
0.01,0.01,0.5,0.5,0.232,0.002498957670116241601548429074887571960840411011688
0.01,0.01,0.5,0.5,0.234,0.002499073946666280646806884686056569658388190209912
0.01,0.01,0.5,0.5,0.236,0.00249918825259629561109240003337864190722028696104
0.01,0.01,0.5,0.5,0.238,0.002499300637580175564592419205041026753081132566138
0.01,0.01,0.5,0.5,0.24,0.002499411149636243972030627428815642675915256281685
0.01,0.01,0.5,0.5,0.242,0.002499519835195659198162399287110377947720017107499
0.01,0.01,0.5,0.5,0.244,0.002499626739167451694078443940557294266348242586347
0.01,0.01,0.5,0.5,0.246,0.002499731905000389231608093745849227537819738352294
0.01,0.01,0.5,0.5,0.248,0.002499835374741849209784534842154271909062828738579
0.01,0.01,0.5,0.5,0.25,0.002499937189093865602491888797633687243448449741927
0.01,0.01,0.5,0.5,0.252,0.002500037387466507479563690624407079009296611706957
0.01,0.01,0.5,0.5,0.254,0.002500136008028736150353205402222891923644988019091
0.01,0.01,0.5,0.5,0.256,0.002500233087756878790289327273887003425930527411345
0.01,0.01,0.5,0.5,0.258,0.002500328662480847863326133796252686484953048472825
0.01,0.01,0.5,0.5,0.26,0.002500422766928227697202623497893555546595782565092
0.01,0.01,0.5,0.5,0.262,0.002500515434766342158902244826624431548802953416393
0.01,0.01,0.5,0.5,0.264,0.002500606698642410473251420836404150141927198548049
0.01,0.01,0.5,0.5,0.266,0.002500696590221891790256396470197599861802360252077
0.01,0.01,0.5,0.5,0.268,0.002500785140225113101698148010057338733087445088515
0.01,0.01,0.5,0.5,0.27,0.002500872378462269502674440219293776611517119181438
0.01,0.01,0.5,0.5,0.272,0.002500958333866880559773501498118844153836596672409
0.01,0.01,0.5,0.5,0.274,0.002501043034527781657324117406243218524396582070225
0.01,0.01,0.5,0.5,0.276,0.002501126507719724621787609260632478970186905127734
0.01,0.01,0.5,0.5,0.278,0.002501208779932657648903923339687397881071458363154
0.01,0.01,0.5,0.5,0.28,0.002501289876899750557544186508882508068483068105542
0.01,0.01,0.5,0.5,0.282,0.002501369823624227648871107927399968283816964745508
0.01,0.01,0.5,0.5,0.284,0.002501448644405066941391037988169811948913943282891
0.01,0.01,0.5,0.5,0.286,0.002501526362861621265204245346457488720609123775069
0.01,0.01,0.5,0.5,0.288,0.002501603001957213616897177896007170646823766568896
0.01,0.01,0.5,0.5,0.29,0.00250167858402175628590865027175058105442084926027
0.01,0.01,0.5,0.5,0.292,0.002501753130773440550744430602275863203686261380078
0.01,0.01,0.5,0.5,0.294,0.002501826663339541196994760331580400398421751343622
0.01,0.01,0.5,0.5,0.296,0.002501899202276377717510482827691506343578075033663
0.01,0.01,0.5,0.5,0.298,0.002501970767588471807927105630768263469979163701797
0.01,0.01,0.5,0.5,0.3,0.00250204137874693865836536620000144696925291456228
0.01,0.01,0.5,0.5,0.302,0.002502111054707147555655947476678440695112419673039
0.01,0.01,0.5,0.5,0.304,0.002502179813925685441554939113102050787939646667284
0.01,0.01,0.5,0.5,0.306,0.002502247674376655313450670596298576733917189851771
0.01,0.01,0.5,0.5,0.308,0.002502314653567339697875661506135543514245772524729
0.01,0.01,0.5,0.5,0.31,0.002502380768553257867099971286828070286720343087192
0.01,0.01,0.5,0.5,0.312,0.002502446035952643999031898108718465537242025712004
0.01,0.01,0.5,0.5,0.314,0.002502510471960372094858152253233901482766791594723
0.01,0.01,0.5,0.5,0.316,0.002502574092361352161986581434347862810602920431887
0.01,0.01,0.5,0.5,0.318,0.002502636912543420936947311439807309573527812255614
0.01,0.01,0.5,0.5,0.32,0.002502698947509749259340980180899195094707756191438
0.01,0.01,0.5,0.5,0.322,0.002502760211890787109389497186198273534782486530186
0.01,0.01,0.5,0.5,0.324,0.002502820719955766284131698425068248674336527197194
0.01,0.01,0.5,0.5,0.326,0.002502880485623779707070449703756714424518033782908
0.01,0.01,0.5,0.5,0.328,0.00250293952247445543962724733596642566296330170685
0.01,0.01,0.5,0.5,0.33,0.002502997843758242586835992601202632361530938939659
0.01,0.01,0.5,0.5,0.332,0.002503055462406325461266128259693618422749694317952
0.01,0.01,0.5,0.5,0.334,0.002503112391040181585363890962750564044318431125764
0.01,0.01,0.5,0.5,0.336,0.002503168641980798370582328039795619530765634859343
0.01,0.01,0.5,0.5,0.338,0.002503224227257562609352119381369552579382389847536
0.01,0.01,0.5,0.5,0.34,0.002503279158616836250802994776593426143647534060619
0.01,0.01,0.5,0.5,0.342,0.002503333447530231301005920661220520364042127139463
0.01,0.01,0.5,0.5,0.344,0.002503387105202596091334518547387376815172734815521
0.01,0.01,0.5,0.5,0.346,0.002503440142579724592434995895141692468406695832483
0.01,0.01,0.5,0.5,0.348,0.002503492570355799914462279556019343944316801894497
0.01,0.01,0.5,0.5,0.35,0.002503544398980582625013281144111324350135752335225
0.01,0.01,0.5,0.5,0.352,0.002503595638666354032998062804298344633687826097452
0.01,0.01,0.5,0.5,0.354,0.002503646299394624128065326295235721123892768087873
0.01,0.01,0.5,0.5,0.356,0.002503696390922613429760210689081318295444407646682
0.01,0.01,0.5,0.5,0.358,0.00250374592278951758704473275819354970264227990171
0.01,0.01,0.5,0.5,0.36,0.002503794904322563175938352099477501696746880830601
0.01,0.01,0.5,0.5,0.362,0.002503843344642862769695991820957955955609740767634
0.01,0.01,0.5,0.5,0.364,0.002503891252671077001060314511236511904932697612027
0.01,0.01,0.5,0.5,0.366,0.00250393863713289099869555427010962404316341136185
0.01,0.01,0.5,0.5,0.368,0.002503985506564312258983438160507578486291304864433
0.01,0.01,0.5,0.5,0.37,0.002504031869316796709045771311102161764206184880763
0.01,0.01,0.5,0.5,0.372,0.002504077733562209426313926524690869539826177134565
0.01,0.01,0.5,0.5,0.374,0.002504123107297626203402945888106156803061394032271
0.01,0.01,0.5,0.5,0.376,0.002504167998349981883723609621450790131836279856996
0.01,0.01,0.5,0.5,0.378,0.00250421241438057114247931083111405152235407567158
0.01,0.01,0.5,0.5,0.38,0.002504256362889407148786089360375715740449843257524
0.01,0.01,0.5,0.5,0.382,0.002504299851219443317001913118223170454161162204442
0.01,0.01,0.5,0.5,0.384,0.002504342886560663138369060510425934478619405785185
0.01,0.01,0.5,0.5,0.386,0.002504385475954042877208467749994669383638040141626
0.01,0.01,0.5,0.5,0.388,0.00250442762629539171863571416789532052668374878984
0.01,0.01,0.5,0.5,0.39,0.002504469344339073766602892576582842549447462980987
0.01,0.01,0.5,0.5,0.392,0.002504510636701616111544526339693758405603182818048
0.01,0.01,0.5,0.5,0.394,0.002504551509865207015580455196378187198967900985632
0.01,0.01,0.5,0.5,0.396,0.002504591970181088099690081002606714652221763544896
0.01,0.01,0.5,0.5,0.398,0.002504632023872844261129294492012204296809175039598
0.01,0.01,0.5,0.5,0.4,0.002504671677039594900244063047027359910068640937541
0.01,0.01,0.5,0.5,0.402,0.002504710935659089893393547072843542310339619383295
0.01,0.01,0.5,0.5,0.404,0.002504749805590713612600258567552665965847557961409
0.01,0.01,0.5,0.5,0.406,0.002504788292578400162482614710142753555741359490558
0.01,0.01,0.5,0.5,0.408,0.002504826402253462880700558605201418261746159418558
0.01,0.01,0.5,0.5,0.41,0.002504864140137341029277871287261169218340506289293
0.01,0.01,0.5,0.5,0.412,0.002504901511644266490490477853110633190344069651534
0.01,0.01,0.5,0.5,0.414,0.002504938522083853172277625835231695789704116698609
0.01,0.01,0.5,0.5,0.416,0.002504975176663611724104718905391032642242337816327
0.01,0.01,0.5,0.5,0.418,0.002505011480491392064657759076573943630227663272209
0.01,0.01,0.5,0.5,0.42,0.002505047438577756127466508925505767434587901817212
0.01,0.01,0.5,0.5,0.422,0.002505083055838283139334472641275497142593889099546
0.01,0.01,0.5,0.5,0.424,0.002505118337095809659106939837545355261136263962951
0.01,0.01,0.5,0.5,0.426,0.002505153287082606520651865411750044714189970696291
0.01,0.01,0.5,0.5,0.428,0.002505187910442494743789841172595761048592856193538
0.01,0.01,0.5,0.5,0.43,0.002505222211732902400125240494853750485400443507478
0.01,0.01,0.5,0.5,0.432,0.002505256195426864347145507028128083384882051571767
0.01,0.01,0.5,0.5,0.434,0.002505289865914966673422104081013828797558097211051
0.01,0.01,0.5,0.5,0.436,0.002505323227507237630124871599126143091487813283087
0.01,0.01,0.5,0.5,0.438,0.002505356284434986759218511331107432198458144528587
0.01,0.01,0.5,0.5,0.44,0.002505389040852593866519342906204269888022493688989
0.01,0.01,0.5,0.5,0.442,0.002505421500839249428132334753231061654539091789899
0.01,0.01,0.5,0.5,0.444,0.002505453668400647961548650521201323058750754266239
0.01,0.01,0.5,0.5,0.446,0.002505485547470635837754126267961391493433463498553
0.01,0.01,0.5,0.5,0.448,0.00250551714191281495797609306397331920102740283819
0.01,0.01,0.5,0.5,0.45,0.002505548455522103668081711314635562631917603129711
0.01,0.01,0.5,0.5,0.452,0.002505579492026256235042187523440980072125270969287
0.01,0.01,0.5,0.5,0.454,0.002505610255087342163205122582994349357073027036371
0.01,0.01,0.5,0.5,0.456,0.00250564074830318658328729696324901565935937788874
0.01,0.01,0.5,0.5,0.458,0.002505670975208772903931994723680427873213674704495
0.01,0.01,0.5,0.5,0.46,0.002505700939277608874291914130732991521768856076482
0.01,0.01,0.5,0.5,0.462,0.002505730643923057166327863693811904062934671485189
0.01,0.01,0.5,0.5,0.464,0.00250576009249963154728531276809856735462648647942
0.01,0.01,0.5,0.5,0.466,0.002505789288304259676059249792204713589120235138617
0.01,0.01,0.5,0.5,0.468,0.002505818234577513521819604973761516547119134957032
0.01,0.01,0.5,0.5,0.47,0.0025058469345048083692845771126463490307710589081
0.01,0.01,0.5,0.5,0.472,0.002505875391217571342340228489745505254397869658036
0.01,0.01,0.5,0.5,0.474,0.002505903607794380346257000595987804932736604533914
0.01,0.01,0.5,0.5,0.476,0.002505931587262074298495207039444738989741324545043
0.01,0.01,0.5,0.5,0.478,0.002505959332596835488972328355723737890954597084102
0.01,0.01,0.5,0.5,0.48,0.002505986846725244882637596778326446350541117955362
0.01,0.01,0.5,0.5,0.482,0.002506014132525311150218613914987594320044154588613
0.01,0.01,0.5,0.5,0.484,0.002506041192827474187027346411560917018602473374333
0.01,0.01,0.5,0.5,0.486,0.00250606803041558385469750715588150372355546392781
0.01,0.01,0.5,0.5,0.488,0.002506094648027854656632626613002471092028628553173
0.01,0.01,0.5,0.5,0.49,0.002506121048357797034736394716689549908272362304872
0.01,0.01,0.5,0.5,0.492,0.002506147234055125952638136256441011456658558714057
0.01,0.01,0.5,0.5,0.494,0.002506173207726647409082201650737569670094430048808
0.01,0.01,0.5,0.5,0.496,0.002506198971937123504387764508445542658264429348721
0.01,0.01,0.5,0.5,0.498,0.002506224529210116662873622483377705257087679086955
0.0125,0.0125,0.5,0.5,0.002,0.001417879432467882429773694818972212698682597430388
0.0125,0.0125,0.5,0.5,0.004,0.002056545467600908717220666637735175885155941849822
0.0125,0.0125,0.5,0.5,0.006,0.002370523196674539246163193380871707530999511189168
0.0125,0.0125,0.5,0.5,0.008,0.002548791750070979717326618424919989628130708894184
0.0125,0.0125,0.5,0.5,0.01,0.0026618658457222479148033096204256333943853246708
0.0125,0.0125,0.5,0.5,0.012,0.002739459638405780379828919494231865766500672696593
0.0125,0.0125,0.5,0.5,0.014,0.002795826633045792217926347665686345114292914238589
0.0125,0.0125,0.5,0.5,0.016,0.002838555556105539205336613887882195516378463253193
0.0125,0.0125,0.5,0.5,0.018,0.00287202840553025812186095990759676731865704408825
0.0125,0.0125,0.5,0.5,0.02,0.002898942212853345859244878736306526679322603260872
0.0125,0.0125,0.5,0.5,0.022,0.002921043910280106940159250286699791424525729560541
0.0125,0.0125,0.5,0.5,0.024,0.002939513118960885199799366625648083061532513911938
0.0125,0.0125,0.5,0.5,0.026,0.002955174342673707329841451185228779878044285453101
0.0125,0.0125,0.5,0.5,0.028,0.002968620844644819879346345431005011208201617660245
0.0125,0.0125,0.5,0.5,0.03,0.0029802901906714812105196030896409438278065501426
0.0125,0.0125,0.5,0.5,0.032,0.002990512063522719321973376483985706444244676669486
0.0125,0.0125,0.5,0.5,0.034,0.00299953951314382529092255345122896625837566376091
0.0125,0.0125,0.5,0.5,0.036,0.003007569959229246081365953945207105739206642668803
0.0125,0.0125,0.5,0.5,0.038,0.003014759656862971419029704229116949471432135712353
0.0125,0.0125,0.5,0.5,0.04,0.003021233878234058636521237768250881151079501391391
0.0125,0.0125,0.5,0.5,0.042,0.003027094218875894843197348372669473811099228921485
0.0125,0.0125,0.5,0.5,0.044,0.003032423932077792439258216282996672419310246118128
0.0125,0.0125,0.5,0.5,0.046,0.003037291884889184647916486456680437462390317265206
0.0125,0.0125,0.5,0.5,0.048,0.003041755533664929539333101873406347894539297544424
0.0125,0.0125,0.5,0.5,0.05,0.003045863191128544992992319077579449037415299065348
0.0125,0.0125,0.5,0.5,0.052,0.003049655774071154159655879463559941937503273976486
0.0125,0.0125,0.5,0.5,0.054,0.003053168165277851263357221919701198729784067320333
0.0125,0.0125,0.5,0.5,0.056,0.003056430285424049137714723830744942439154438144075
0.0125,0.0125,0.5,0.5,0.058,0.003059467944477600982925120280150886840988437860615
0.0125,0.0125,0.5,0.5,0.06,0.0030623035237332460046302615653114901047921208705
0.0125,0.0125,0.5,0.5,0.062,0.003064956526500519533383790395721520921422489299708
0.0125,0.0125,0.5,0.5,0.064,0.003067444026020526097009380702705670890073520148359
0.0125,0.0125,0.5,0.5,0.066,0.003069781032300206918364448951450110385393481472725
0.0125,0.0125,0.5,0.5,0.068,0.003071980794477572957684298298393289440459388151185
0.0125,0.0125,0.5,0.5,0.07,0.003074055051553619513574152841554293381850626636745
0.0125,0.0125,0.5,0.5,0.072,0.003076014241488123674938026734588118150508183903964
0.0125,0.0125,0.5,0.5,0.074,0.003077867676504879069082685232887574553071242217731
0.0125,0.0125,0.5,0.5,0.076,0.003079623690807380379136042654693060789789937218482
0.0125,0.0125,0.5,0.5,0.078,0.003081289765639180281044614986011112018931947102313
0.0125,0.0125,0.5,0.5,0.08,0.003082872635640129197061517930302866814962348201561
0.0125,0.0125,0.5,0.5,0.082,0.003084378379681581524065338967704271614034558856029
0.0125,0.0125,0.5,0.5,0.084,0.003085812498759473495694661890815020885400937818813
0.0125,0.0125,0.5,0.5,0.086,0.003087179983045980130097272595517665974398622438616
0.0125,0.0125,0.5,0.5,0.088,0.00308848536981972419564207841807309989709115205753
0.0125,0.0125,0.5,0.5,0.09,0.003089732793689662767793768922717612002035305619499
0.0125,0.0125,0.5,0.5,0.092,0.003090926030282379463441612112216861800478181842868
0.0125,0.0125,0.5,0.5,0.094,0.003092068534363957794010099540445127910997953174685
0.0125,0.0125,0.5,0.5,0.096,0.003093163473206176301131733622978732172329543247248
0.0125,0.0125,0.5,0.5,0.098,0.003094213755874898197097505127100345993158130066807
0.0125,0.0125,0.5,0.5,0.1,0.003095222059010331739273245353917115485858649291431
0.0125,0.0125,0.5,0.5,0.102,0.003096190849579684593921040012839728049666703864454
0.0125,0.0125,0.5,0.5,0.104,0.003097122405008974020832583218510781336305172274795
0.0125,0.0125,0.5,0.5,0.106,0.003098018831039488573252469413424344550406199133913
0.0125,0.0125,0.5,0.5,0.108,0.003098882077603318192322203053711536641288419372929
0.0125,0.0125,0.5,0.5,0.11,0.003099713952969630443608811308815023640673926308171
0.0125,0.0125,0.5,0.5,0.112,0.003100516136377485528177150238038152428298284846358
0.0125,0.0125,0.5,0.5,0.114,0.003101290189340751913996710244038318971696508802693
0.0125,0.0125,0.5,0.5,0.116,0.003102037565785135256756046874193713947999150728994
0.0125,0.0125,0.5,0.5,0.118,0.003102759621155673919688385517106072389290970238274
0.0125,0.0125,0.5,0.5,0.12,0.003103457620614637898063718473659947360603106265202
0.0125,0.0125,0.5,0.5,0.122,0.003104132746434063752168214855498160569983429464823
0.0125,0.0125,0.5,0.5,0.124,0.003104786104673729629610965958888556202725713455659
0.0125,0.0125,0.5,0.5,0.126,0.00310541873122386106937878566873415730316315980177
0.0125,0.0125,0.5,0.5,0.128,0.003106031597281961327130369185135548131911290175075
0.0125,0.0125,0.5,0.5,0.13,0.003106625614324631196409039018648303100252474874053
0.0125,0.0125,0.5,0.5,0.132,0.003107201638627875773763419453018608456007614844042
0.0125,0.0125,0.5,0.5,0.134,0.00310776047538301629265329753132867399877691301704
0.0125,0.0125,0.5,0.5,0.136,0.003108302882449788938775511620833418996044834394041
0.0125,0.0125,0.5,0.5,0.138,0.003108829573783397456777019457257033635111564935951
0.0125,0.0125,0.5,0.5,0.14,0.003109341222568089503953413430002406860611521233006
0.0125,0.0125,0.5,0.5,0.142,0.003109838464086161149929763588299446365938696797722
0.0125,0.0125,0.5,0.5,0.144,0.003110321898348085975413330535332498581375671660885
0.0125,0.0125,0.5,0.5,0.146,0.003110792092506652287581821823172673911638497328024
0.0125,0.0125,0.5,0.5,0.148,0.003111249583075520736004572402445644102614266957193
0.0125,0.0125,0.5,0.5,0.15,0.003111694877970439580087389200476372911720094885183
0.0125,0.0125,0.5,0.5,0.152,0.003112128458389437102325317742907352150870347725811
0.0125,0.0125,0.5,0.5,0.154,0.003112550780546616809718987155330805298255604280195
0.0125,0.0125,0.5,0.5,0.156,0.003112962277272682447172520528468460265564367570215
0.0125,0.0125,0.5,0.5,0.158,0.00311336335949399177726155941528926264186523184982
0.0125,0.0125,0.5,0.5,0.16,0.003113754417600759266009271785246960584137613053191
0.0125,0.0125,0.5,0.5,0.162,0.003114135822713979848126094344570020899897063667602
0.0125,0.0125,0.5,0.5,0.164,0.003114507927859712887630411892780558643059744383202
0.0125,0.0125,0.5,0.5,0.166,0.003114871069058533471025461613857795179366180492738
0.0125,0.0125,0.5,0.5,0.168,0.003115225566337215249424711743142203780805090603811
0.0125,0.0125,0.5,0.5,0.17,0.003115571724669044716282235043482343109834068221905
0.0125,0.0125,0.5,0.5,0.172,0.003115909834848571939137884923257806174426312128493
0.0125,0.0125,0.5,0.5,0.174,0.00311624017430606938057279100494607551569107181102
0.0125,0.0125,0.5,0.5,0.176,0.003116563007866491564968375488633112932850252300656
0.0125,0.0125,0.5,0.5,0.178,0.003116878588457297855136933261828823439008905484035
0.0125,0.0125,0.5,0.5,0.18,0.003117187157769113124999015475068406881504106833081
0.0125,0.0125,0.5,0.5,0.182,0.003117488946872851928452869718608757999091400444131
0.0125,0.0125,0.5,0.5,0.184,0.003117784176796616711796077075455729668394702210867
0.0125,0.0125,0.5,0.5,0.186,0.003118073059065396030331659519848870119255451639051
0.0125,0.0125,0.5,0.5,0.188,0.0031183557962063313706883028769537959601136965322
0.0125,0.0125,0.5,0.5,0.19,0.003118632582222088185123552159807883841265006088048
