"sf","sm","hf","hm","r","Xm","Xf","Y"
0.05,0.05,0.5,0.5,0.07,0.4673048866596305465507714937901983777365822976939,0.4545901203605979813205159635974977468563643023527,0.54540987963940201867948403640250225314363569764734
0.05,0.05,0.5,0.5,0.072,0.4685521718385058698861352279981505093603414536801,0.4558317020203734127614258820198743108993559742697,0.54416829797962658723857411798012568910064402573027
0.05,0.05,0.5,0.5,0.074,0.4697334079961664755599894357646520174398087652786,0.4570076818127364709658940848929716156815465415889,0.54299231818726352903410591510702838431845345841112
0.05,0.05,0.5,0.5,0.076,0.4708536704166906359568210150118374522023531879998,0.4581230896791532125816393893848239255780936609193,0.5418769103208467874183606106151760744219063390807
0.05,0.05,0.5,0.5,0.078,0.4719175307985797471668181555338982790123189162242,0.4591824575560752139052589469969451729830216805584,0.54081754244392478609474105300305482701697831944157
0.05,0.05,0.5,0.5,0.08,0.4729291178032872127967655682712567684902309883854,0.4601898791224811952893611298106717183679867476255,0.53981012087751880471063887018932828163201325237446
0.05,0.05,0.5,0.5,0.082,0.4738921691274838596321465163390510689565219199015,0.4611490612016128863573608874093021859472052379487,0.53885093879838711364263911259069781405279476205132
0.05,0.05,0.5,0.5,0.084,0.4748100764433171162816245512051574827134262382688,0.4620633681375257775325670951884901848093768648626,0.53793663186247422246743290481150981519062313513738
0.05,0.05,0.5,0.5,0.086,0.4756859243141734886849167559477753611803373836032,0.4629358602350205620196901767496575627749045481756,0.53706413976497943798030982325034243722509545182442
0.05,0.05,0.5,0.5,0.088,0.4765225240023143440473001231101386511207508046239,0.4637693271640653457520063628242880418530105009627,0.53623067283593465424799363717571195814698949903725
0.05,0.05,0.5,0.5,0.09,0.477322442929726564433367747541107431358993266821,0.4645663170776977569271371055329803614984269794078,0.53543368292230224307286289446701963850157302059215
0.05,0.05,0.5,0.5,0.092,0.4780880304272323653208149044751827700613950220173,0.4653291620684056413304033298657955222490427563564,0.53467083793159435866959667013420447775095724364357
0.05,0.05,0.5,0.5,0.094,0.4788214403035724903846665498851359719045011360024,0.4660600004864943756164528043031025190777261794911,0.53393999951350562438354719569689748092227382050892
0.05,0.05,0.5,0.5,0.096,0.4795246506812898912103882810945229291366611541827,0.4667607965605355376792017550235761836634109645823,0.5332392034394644623207982449764238163365890354177
0.05,0.05,0.5,0.5,0.098,0.480199481476228820166548589907002493933907230713,0.4674333576911658226423496544523067334439263663042,0.53256664230883417735765034554769326655607363369579
0.05,0.05,0.5,0.5,0.1,0.4808476098395000036487172939321570833245145870574,0.4680793497325000060811954898869284722075243117623,0.53192065026749999391880451011307152779247568823775
0.05,0.05,0.5,0.5,0.102,0.4814705838325963491351106279343947737189436298697,0.4687003105280343735390382228621533339847020774827,0.53129968947196562646096177713784666601529792251732
0.05,0.05,0.5,0.5,0.104,0.4820698345661771700959879302963731328456833308402,0.4692976619283855652328560450280361863795947445894,0.53070233807161443476714395497196381362040525541062
0.05,0.05,0.5,0.5,0.106,0.4826466869994288120961994653479925763508078389368,0.4698727204851194654447907384513760006090413870431,0.53012727951488053455520926154862399939095861295686
0.05,0.05,0.5,0.5,0.108,0.4832023695686926485190991617130833961249182317252,0.4704267069871349445758788058328933030368278727556,0.5295732930128650554241211941671066969631721272444
0.05,0.05,0.5,0.5,0.11,0.4837380227902866376941393688452624082036732350916,0.4709607549826547101681060157951114432208450626635,0.52903924501734528983189398420488855677915493733647
0.05,0.05,0.5,0.5,0.112,0.4842547069623697806057908480923084676378487902709,0.4714759184100901822568674784280950500685666490415,0.52852408158990981774313252157190494993143335095852
0.05,0.05,0.5,0.5,0.114,0.4847534090736870075039724606037795897174354128911,0.4719731784442775873234787878745948340394033325203,0.52802682155572241267652121212540516596059666747968
0.05,0.05,0.5,0.5,0.116,0.4852350490125757650512809785611174729975031850075,0.4724534496503279198717928704498460317117596735214,0.52754655034967208012820712955015396828824032647862
0.05,0.05,0.5,0.5,0.118,0.4857004851572967064300616431630261865472860259449,0.4729175855251831561175409908390647472486477764108,0.5270824144748168438824590091609352527513522235892
0.05,0.05,0.5,0.5,0.12,0.4861505194182250496011182410416131104179036674465,0.4733663834965866338483043096954098277267378220126,0.52663361650341336615169569030459017227326217798741
0.05,0.05,0.5,0.5,0.122,0.4865859017934218771370573302379537765373379250173,0.4738005894402771037833150981210034697994881347993,0.52619941055972289621668490187899653020051186520067
0.05,0.05,0.5,0.5,0.124,0.4870073344913601444352371274395763156357928197858,0.4742209017685717151492800147610641183249857535433,0.52577909823142828485071998523893588167501424645671
0.05,0.05,0.5,0.5,0.126,0.4874154756679124701089202322192234695256862391552,0.4746279751369203026389520810871440917856577402322,0.52537202486307969736104791891285590821434225976781
0.05,0.05,0.5,0.5,0.128,0.4878109428189535265853599141449724535464634529288,0.4750224238093309971011473650511730605460316658377,0.52497757619066900289885263494882693945396833416231
0.05,0.05,0.5,0.5,0.13,0.4881943158649524395270518729173148068469634419313,0.4754048247186509156813580685777391809311738373568,0.52459517528134908431864193142226081906882616264317
0.05,0.05,0.5,0.5,0.132,0.4885661399596155288175470702837159965779880170989,0.4757757202534227305456505726349915181737034260569,0.52422427974657726945434942736500848182629657394306
0.05,0.05,0.5,0.5,0.134,0.4889269280508907202186111861522605378236297861774,0.4761356207993334487470068667074580556543745391754,0.52386437920066655125299313329254194434562546082464
0.05,0.05,0.5,0.5,0.136,0.4892771632193808954765004551921194482537698273521,0.4764850070600458234133781912107882637144075161231,0.52351499293995417658662180878921173628559248387688
0.05,0.05,0.5,0.5,0.138,0.4896173008163657791836282506143959327574419439634,0.4768243321793878999634559165499909213335757677755,0.52317566782061210003654408345000907866642423222447
0.05,0.05,0.5,0.5,0.14,0.4899477704211426188897761315351183604014670530343,0.4771540236844150429313093898525417281851523932598,0.52284597631558495706869061014745827181484760674021
0.05,0.05,0.5,0.5,0.142,0.4902689776352156009152606434044515347616155245661,0.4774744852667027798964366745473415156518877883475,0.5225255147332972201035633254526584843481122116525
0.05,0.05,0.5,0.5,0.144,0.4905813057289507020177121330426918446252084041667,0.4777860984173365613625286156667260486443594437895,0.5222139015826634386374713843332739513556405562105
0.05,0.05,0.5,0.5,0.146,0.4908851171546307194129366032514096930264143830288,0.4780892239294007678195591424312733005442653438192,0.5219107760705992321804408575687266994557346561808
0.05,0.05,0.5,0.5,0.148,0.4911807549383639560971785866140005981627750871306,0.4783842032803038139636730064068642111832722723789,0.52161579671969618603632699359313578881672772762109
0.05,0.05,0.5,0.5,0.15,0.491468543961993256777022388013187708957131380172,0.4786713599049831419425559700329692723928284504299,0.52132864009501685805744402996703072760717154957006
0.05,0.05,0.5,0.5,0.152,0.49174879214499729284912876002207775404438118378,0.4789510003698910531865529592399942705213805708673,0.52104899963010894681344704076000572947861942913267
0.05,0.05,0.5,0.5,0.154,0.4920217915353538284246914248324012294617184518949,0.4792234154566505948559672521677115350565584684762,0.52077658454334940514403274783228846494344153152377
0.05,0.05,0.5,0.5,0.156,0.492287819317428481161395014025954611500421714935,0.4794888811633736201100931224094537539904832844016,0.52051111883662637988990687759054624600951671559844
0.05,0.05,0.5,0.5,0.158,0.4925471387441478148439789886098552817308546915376,0.4797476596308364533803776864398241351381920965696,0.52025234036916354661962231356017586486180790343041
0.05,0.05,0.5,0.5,0.16,0.4928,0.48,0.52
0.05,0.05,0.5,0.5,0.162,0.4930466410007689491606025880198775898649807906015,0.4802461392067299692062573523291976984800590642087,0.51975386079327003079374264767080230151994093579132
0.05,0.05,0.5,0.5,0.164,0.4932872881353393916486529385650610058754286052982,0.480486302719009859443758542340293621730897108425,0.51951369728099014055624145765970637826910289157497
0.05,0.05,0.5,0.5,0.166,0.4935221569544026366739300602812634482520231662649,0.4807207052214364186724108936942364531310213281694,0.51927929477856358132758910630576354686897867183061
0.05,0.05,0.5,0.5,0.168,0.4937514528104386704650545836887375548702465972122,0.4809495512513374099544347063681023014336786500373,0.51905044874866259004556529363189769856632134996271
0.05,0.05,0.5,0.5,0.17,0.4939753714529435349954199665109599631077904345348,0.4811730357904485468606873953467498847118451079213,0.51882696420955145313931260465325011528815489207869
0.05,0.05,0.5,0.5,0.172,0.4941940995825062149546586536543102394884599167685,0.4813913448157250479315982488920199983604484511811,0.51860865518427495206840175110798000163955154881886
0.05,0.05,0.5,0.5,0.174,0.4944078153670117632326305266811478206033534199331,0.4816046558125386948441793640827230940899783550433,0.51839534418746130515582063591727690591002164495675
0.05,0.05,0.5,0.5,0.176,0.494616688922952955051206479832850615856937876923,0.4818131382532194427405624318677385670842495841994,0.51818686174678055725943756813226143291575041580063
0.05,0.05,0.5,0.5,0.178,0.4948208827645677157726045148148698951767919086406,0.4820169540436379019882101208849649138083052383353,0.51798304595636209801178987911503508619169476166466
0.05,0.05,0.5,0.5,0.18,0.4950205522232806966861897033020995572550772090789,0.4822162579402882024506775117932127044824186038533,0.51778374205971179754932248820678729551758139614672
0.05,0.05,0.5,0.5,0.182,0.4952158458397118395285944590326266047317815922444,0.4824111979401170570904208052670095762197852656044,0.51758880205988294290957919473299042378021473439559
0.05,0.05,0.5,0.5,0.184,0.4954069057303200711649397266663966800868227573914,0.4826019156451517847156807828272601518440255961795,0.51739808435484821528431921717273984815597440382053
0.05,0.05,0.5,0.5,0.186,0.4955938679305741935859078332025859246829539730456,0.4827885466038054436949524734476012682927889572092,0.51721145339619455630504752655239873170721104279079
0.05,0.05,0.5,0.5,0.188,0.4957768627163836251093448739233191288974972510977,0.48297122063057913350542287872306100361894052862,0.51702877936942086649457712127693899638105947138004
0.05,0.05,0.5,0.5,0.19,0.495956014905377173748591454122976058135727492339,0.4831500621057382239524643921790669088988645514127,0.51684993789426177604753560782093309110113544858733
0.05,0.05,0.5,0.5,0.192,0.4961314441394869463248103753195949119286742775402,0.4833251902564092514000447212051504824511822307767,0.51667480974359074859995527879484951754881776922328
0.05,0.05,0.5,0.5,0.194,0.496303265150175452246902484430464172576999136876,0.4834967194204261261022432340645721990044604324822,0.51650328057957387389775676593542780099553956751783
0.05,0.05,0.5,0.5,0.196,0.4964715880075357353751803537460393784993839217592,0.4836647592941469230332423784538860115712218599963,0.51633524070585307696675762154611398842877814000372
0.05,0.05,0.5,0.5,0.198,0.4966365183543958805869157424548891688544418394511,0.4838294151653648105140179925715825425694319204382,0.5161705848346351894859820074284174574305680795618
0.05,0.05,0.5,0.5,0.2,0.4967981576264695305225737482300211058416346271134,0.483990788132347652612868741150105529208173135567,0.51600921186765234738713125884989447079182686443303
0.05,0.05,0.5,0.5,0.202,0.4969566032595122530842572112782440084025024861373,0.484148975309959651480506308740854210429700448632,0.51585102469004034851949369125914578957029955136802
0.05,0.05,0.5,0.5,0.204,0.4971119488843689537465902652541911619122543682888,0.4843040700237443138401644850771258799579041754828,0.51569592997625568615983551492287412004209582451716
0.05,0.05,0.5,0.5,0.206,0.4972642845107293418442284389796120936809753734184,0.4844561619927803513876615851114323504600873489681,0.51554383800721964861233841488856764953991265103189
0.05,0.05,0.5,0.5,0.208,0.4974136967003461217575639488084753471636223704346,0.4846053375020602485569282667171151616882283954439,0.51539466249793975144307173328288483831177160455607
0.05,0.05,0.5,0.5,0.21,0.4975602687304135370780749402040889616590153355383,0.4847516795650846067379683762755560103688458471142,0.5152483204349153932620316237244439896311541528858
0.05,0.05,0.5,0.5,0.212,0.4977040807477516537305632948753166767455791254637,0.4848952680773135113852848347060307680630205622613,0.51510473192268648861471516529396923193697943773866
0.05,0.05,0.5,0.5,0.214,0.4978452099143938823072325083843162882304696892414,0.4850361799610686271335590860021964460449283975094,0.51496382003893137286644091399780355395507160249061
0.05,0.05,0.5,0.5,0.216,0.4979837305451313109604856003098744774921717300692,0.4851744893024361100035705905137829227365568387441,0.5148255106975638899964294094862170772634431612559
0.05,0.05,0.5,0.5,0.218,0.4981197142375270884508559133256576731374478714266,0.48531026748068037852231182285670057138631149552,0.51468973251931962147768817714329942861368850448004
0.05,0.05,0.5,0.5,0.22,0.4982532299948770383020767325118778375811296344603,0.4854435832906419858506394375989819798427469538362,0.5145564167093580141493605624010180201572530461638
0.05,0.05,0.5,0.5,0.222,0.4983843443425586072228430044612035559807532856363,0.4855745030585589930610982541178888926852971931815,0.51442549694144100693890174588211110731470280681851
0.05,0.05,0.5,0.5,0.224,0.4985131214381788901868684501009090044940075098284,0.4857030907517200979506581740472019662885337483501,0.51429690924827990204934182595279803371146625164992
0.05,0.05,0.5,0.5,0.226,0.4986396231759035924312058590289757188919057434724,0.4858294080823290878250610315518304051240181611712,0.51417059191767091217493896844816959487598183882881
0.05,0.05,0.5,0.5,0.228,0.4987639092853221695380397154299337466575103300352,0.4859535146059337447504513117037925756535264776726,0.51404648539406625524954868829620742434647352232739
0.05,0.05,0.5,0.5,0.23,0.4988860374251798355424311497283995293514243061973,0.4860754678147479442803893716049941168928038274657,0.51392453218525205571961062839500588310719617253434
0.05,0.05,0.5,0.5,0.232,0.4990060632722844688343795732241907022415889147328,0.4861953232261731782552718503359819755776238157328,0.5138046767738268217447281496640180244223761842672
0.05,0.05,0.5,0.5,0.234,0.4991240406058755161530468366990356739671326998741,0.4863131344668049398913568234224324057364484355325,0.51368686553319506010864317657756759426355156446754
0.05,0.05,0.5,0.5,0.236,0.4992400213877226506775492676114468244149162911479,0.4864289533521901906705226359186932931235051990695,0.51357104664780980932947736408130670687649480093055
0.05,0.05,0.5,0.5,0.238,0.4993540558382040489139313196724131994203261770752,0.4865428299625843523735691598419416545901286890667,0.51345717003741564762643084015805834540987131093329
0.05,0.05,0.5,0.5,0.24,0.4994661925085975925898252301485784496882705834691,0.486654812714939814745630753714461242206764586728,0.51334518728506018525436924628553875779323541327198
0.05,0.05,0.5,0.5,0.242,0.4995764783498029667603464132481005866379811734457,0.4867649484313427112608254140031433324369116701797,0.51323505156865728873917458599685666756308832982034
0.05,0.05,0.5,0.5,0.244,0.4996849587776984142434991562335735785147464898714,0.4868732824041005934791315097322324381144370779754,0.51312671759589940652086849026776756188556292202462
0.05,0.05,0.5,0.5,0.246,0.4997916777353227286165583328673677482919635777501,0.4869798584576705385348958042104842682477236093808,0.51302014154232946146510419578951573175227639061918
0.05,0.05,0.5,0.5,0.248,0.49989667775206084057804369257946181544563928285,0.4870847190076050722554615724327269307049103562478,0.51291528099239492774453842756727306929508964375222
0.05,0.05,0.5,0.5,0.25,0.5,0.4871879051166820073378465803011232330396185791893,0.5128120948833179926621534196988767669603814208107
0.05,0.05,0.5,0.5,0.252,0.50010168434761300949233540880814406751624869467043,0.4872894565483738134580738989819915604689131661967,0.51271054345162618654192610101800843953108683380328
0.05,0.05,0.5,0.5,0.254,0.50020176941091516173472082602663502291141177399594,0.4873894118178023915799483733353110680367641252537,0.51261058818219760842005162666468893196323587474633
0.05,0.05,0.5,0.5,0.256,0.50030029260223241454005991155708891004582336932312,0.48748780824031606083083701845462874809069294487,0.51251219175968393916916298154537125190930705513002
0.05,0.05,0.5,0.5,0.258,0.50039729017670985181673171583702751283717234364499,0.4875846819778171307271338800928902238383642610941,0.51241531802218286927286611990710977616163573890594
0.05,0.05,0.5,0.5,0.26,0.50049279727668157694932878232857779034321453047224,0.4876800680829605762667804417855552414196367381941,0.51231993191703942373321955821444475858036326180588
0.05,0.05,0.5,0.5,0.262,0.50058684797401582330565980670245915952970419556184,0.4877740005413370144654206936987675097978292591284,0.51222599945866298553457930630123249020217074087164
0.05,0.05,0.5,0.5,0.264,0.50067947531054220395533151033566661836982260157474,0.4878665123117463579405087440059532433960249718796,0.51213348768825364205949125599404675660397502812035
0.05,0.05,0.5,0.5,0.266,0.50077071133666162194551617240179657486637785075193,0.4879576353646621571013098062219285177128460820011,0.51204236463533784289869019377807148228715391799893
0.05,0.05,0.5,0.5,0.268,0.50086058714823338935818482233330547711813049802887,0.4880474007189807033585441342596461511370764162657,0.51195259928101929664145586574035384886292358373434
0.05,0.05,0.5,0.5,0.27,0.50094913292182852637964899687163297720021520221558,0.4881358384771434202543875391045877849973099723052,0.51186416152285657974561246089541221500269002769477
0.05,0.05,0.5,0.5,0.272,0.50103637794843300178804090404716991661162368076621,0.4882229778587158887722624540094327657770036276568,0.51177702214128411122773754599056723422299637234325
0.05,0.05,0.5,0.5,0.274,0.50112235066567980695837959710049120048980694586598,0.4883088472325020108502125302032166615645109805627,0.51169115276749798914978746979678333843548901943734
0.05,0.05,0.5,0.5,0.276,0.50120707868868420216022949481651797241827792085239,0.4883934741472672869208702421488656498242507610347,0.51160652585273271307912975785113435017574923896531
0.05,0.05,0.5,0.5,0.278,0.50129058883955221397183124017618466616217089799654,0.488476885361140946680078212712636909266331267888,0.51152311463885905331992178728736309073366873211195
0.05,0.05,0.5,0.5,0.28,0.50137290717562847521486226224281308168850735601063,0.4885591068697627065428144813098909859291053665781,0.51144089313023729345718551869010901407089463342191
0.05,0.05,0.5,0.5,0.282,0.50145405901654576469996622301283390841023144249223,0.4886401639332362132815138827122350905450668555295,0.51135983606676378671848611728776490945493314447055
0.05,0.05,0.5,0.5,0.284,0.50153406897013510551986030836112117355699374640607,0.4887200811019477535304389091094031356103400999553,0.51127991889805224646956109089059686438965990004467
0.05,0.05,0.5,0.5,0.286,0.50161296095725200124637894208136698746705976565559,0.4887988822413055469001462355460625870343071829473,0.51120111775869445309985376445393741296569281705272
0.05,0.05,0.5,0.5,0.288,0.50169075823557131403723976056327178830463298011225,0.4888765905554518813339489436626856032589935518931,0.51112340944454811866605105633731439674100644810688
0.05,0.05,0.5,0.5,0.29,0.50176748342240040333703448160571583728052019046519,0.4889532286099974791435344899642760169967488095926,0.51104677139000252085646551003572398300325119040743
0.05,0.05,0.5,0.5,0.292,0.50184315851655743561344533572209039041655487850198,0.4890288183538247880152063349875571999014590565358,0.51097118164617521198479366501244280009854094346417
0.05,0.05,0.5,0.5,0.294,0.50191780491935923241640511744480870074016260167677,0.4891033811400043612704254690635869276127124904729,0.5108966188599956387295745309364130723872875095271
0.05,0.05,0.5,0.5,0.296,0.50199144345476063488353728190480688856973519477608,0.4891769377458661147633843374738756055992652457821,0.51082306225413388523661566252612439440073475421785
0.05,0.05,0.5,0.5,0.298,0.50206409438868511735369113625276109251611882702538,0.4892495083922650137828586653502026431452144425761,0.51075049160773498621714133464979735685478555742387
0.05,0.05,0.5,0.5,0.3,0.50213577744758427145610959170816329675799837553462,0.4893211127620786427194520414591835162100081223269,0.51067888723792135728054795854081648378999187767311
0.05,0.05,0.5,0.5,0.302,0.50220651183626179607123702067826936315939013518865,0.4893917700179721342728989390467819078875474269776,0.51060822998202786572710106095321809211245257302237
0.05,0.05,0.5,0.5,0.304,0.50227631625499575970275444456962040482237102620503,0.4894614988194640754502109047702759036001341379397,0.51053850118053592454978909522972409639986586206034
0.05,0.05,0.5,0.5,0.306,0.50234520891599114243865958811844143796314454520821,0.4895303173393252569702696958998150090931047088919,0.51046968266067474302973030410018499090689529110809
0.05,0.05,0.5,0.5,0.308,0.50241320755919300773330065580088341759147870915016,0.4895982432793404839081868284444680276229365984907,0.51040175672065951609181317155553197237706340150929
0.05,0.05,0.5,0.5,0.31,0.5024803294674890931333900350594125349298974512651,0.4896652938854621119442081872524477711254272863954,0.51033470611453788805579181274755222887457271360459
0.05,0.05,0.5,0.5,0.312,0.50254659148132913768202898491495859817985625738616,0.4897314859623825093466573188912959750812247686042,0.5102685140376174906533426811087040249187752313958
0.05,0.05,0.5,0.5,0.314,0.50261201001278687637511664506146673536775364072597,0.4897968358875512641597006052286455649697123409142,0.51020316411244873584029939477135443503028765908581
0.05,0.05,0.5,0.5,0.316,0.50267660105908932341799945817757786215709025715025,0.4898613596246616537196990220546293100110217532187,0.51013864037533834628030097794537068998897824678125
0.05,0.05,0.5,0.5,0.318,0.50274038021563673120538249108499142740523115171937,0.489925072736629664686093782775766811010179589267,0.51007492726337033531390621722423318898982041073298
0.05,0.05,0.5,0.5,0.32,0.50280336268853544633043260512949146043959191878036,0.489987990398087691677026410251816212715743147213,0.510012009601912308322973589748183787284256852787
0.05,0.05,0.5,0.5,0.322,0.50286556330666478323819918676908549127124829357013,0.4900501274074139470895861570517864886414989806593,0.50994987259258605291041384294821351135850101934073
0.05,0.05,0.5,0.5,0.324,0.50292699653329799638195316901559710235582312441924,0.4901114981983175797906987533256854650141110661512,0.5098885018016824202093012466743145349858889338488
0.05,0.05,0.5,0.5,0.326,0.50298767647729644919503076722572863389725479447272,0.4901721168509985223847672130732610727063987023924,0.50982788314900147761523278692673892729360129760764
0.05,0.05,0.5,0.5,0.328,0.50304761690389514938019988760072974289794189907605,0.4902319971029001622429490782027892855835195542434,0.50976800289709983775705092179721071441648044575658
0.05,0.05,0.5,0.5,0.33,0.50310683124509694169907921828818123371843554914656,0.490291152359072057190377442849433644629888908917,0.50970884764092794280962255715056635537011109108301
0.05,0.05,0.5,0.5,0.332,0.50316533260969181858546549577915044453043579152913,0.4903495957021590896784588543318584008218420989966,0.50965040429784091032154114566814159917815790100345
0.05,0.05,0.5,0.5,0.334,0.50322313379291702267707923328116086978554931881288,0.4904073399020326706039308533298783637334841701998,0.50959266009796732939606914667012163626651582980024
0.05,0.05,0.5,0.5,0.336,0.50328024728577287111338625990486479573009109910346,0.4904643974250788630424818026021372217148514560946,0.50953560257492113695751819739786277828514854390542
0.05,0.05,0.5,0.5,0.338,0.503336685284008526707548086253233598060423707738,0.4905207804431575945808293004169500055101599211989,0.50947921955684240541917069958304999448984007880114
0.05,0.05,0.5,0.5,0.34,0.5033924596967912735524879254473512181145751304962,0.4905765008422464623542002070906910607928468597328,0.50942349915775353764579979290930893920715314026722
0.05,0.05,0.5,0.5,0.342,0.5034475821550722220972063253790360430819619567596,0.4906315702307820051706349853830542307555381609793,0.50936842976921799482936501461694576924446183902067
0.05,0.05,0.5,0.5,0.344,0.50350206401966076920059269945337617364956540808915,0.4906859999477107202111896291133612402937090210395,0.50931400005228927978881037088663875970629097896052
0.05,0.05,0.5,0.5,0.346,0.50355591638901957023534744054023561347308371836174,0.4907398010702615358454493735931364232471778167663,0.50926019892973846415455062640686357675282218323369
0.05,0.05,0.5,0.5,0.348,0.50360915010679124119325524230642013871634348585467,0.490792984421450915323328463504030258376674780983,0.50920701557854908467667153649596974162332521901701
0.05,0.05,0.5,0.5,0.35,0.50366177576906749726547038910089064724203662583236,0.4908455605773312568363240272477733818949084354192,0.50915443942266874316367597275222661810509156458088
